SAMPLE_ID,SAMPLE_NAME,IGSN,SAMPLE_TYPE,LATITUDE,LONGITUDE,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,ROCK NAME,REFERENCE,METHOD,EXPEDITION ID,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,V2O3,V2O5,Fe,Sr87_Sr86,Sr87_Sr86(I),Rb87_Sr86,E_Sr,Nd143_Nd144,Sm147_Nd144,E_Nd,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Hf176_Hf177,Lu176_Hf177,E_Hf,Re187_Os188,Os187_Os188,Os187_Os188(I),Be9,Be10,Be10_Be9,Sr87_Sr86(T),E_Tl,Ar40,Ar40_RG,Ar40_Ar36,Ar40_Ar39,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,CO2,F,Cl,Pa231,U234_U238_ACTIVITY,U238_Th230,U238_Th232_ACTIVITY,Th230_Th232,Th230_Th232_ACTIVITY,Th230_U238_ACTIVITY,Ra226,Ra226_ACTIVITY,Ra226_Th230,Ra226_Th230_ACTIVITY,Pa231_U235_ACTIVITY,Pb210,U238_Th230_ACTIVITY,Ag,As,Au,B,Ba,Be,Bi,Ca,Cd,Co,Cr,Cs,Cu,Ga,Ge,Hf,Hg,K,Li,Mo,Na,Nb,Ni,Os,Pb,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Th,Ti,Tl,U,V,W,Y,Zn,Zr,DELTA_B11,DELTA_D,DELTA_O18,AB[EM],AN[EM],OR[EM],FO[EM],FA[EM],EN[EM],FS[EM],WO[EM],TEMP,Age,OL[MODE],CPX[MODE],OPX[MODE],PLAG[MODE],OPAQ[MODE],MT[MODE],GM[MODE],VES[MODE],AMPH[MODE],FETI-OX[MODE],HORN[MODE],OX[MODE],PYR,SP[MODE],TI-MT[MODE]
DSDP019-0183-013R-004/074-075,"DSDP 183 13-4, 74-75",,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,356000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-015R-005/122-123,"DSDP 183 15-5, 122-123",,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,266000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-017R-003/072-074,183 17R 3 72–74,,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"NIELSEN, 2016[3143]",CALC[61991],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-017R-003/144-145,"DSDP 183 17-3, 144-145",,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-019R-001/117-118,"DSDP 183 19-1, 117-118",,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,47000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-021R-001/129-131,183 21R 1 129–131,,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"NIELSEN, 2016[3143]",CALC[61991],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-021R-002/093-094,"DSDP 183 21-2, 93-94",,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,235000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-022R-001/130-131,"DSDP 183 22-1, 130-131",,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,85000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-022R-002/095-097,183 22R 2 95–97,,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"NIELSEN, 2016[3143]",CALC[61991],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-023R-001/086-087,"DSDP 183 23-1, 86-87",,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-024R-003/085-087,183 24R 3 85–87,,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"NIELSEN, 2016[3143]",CALC[66016],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-027H-003/036-038,183 27H 3 36–38,,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"NIELSEN, 2016[3143]",CALC[61991],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-027H-003/101-103,183 27H 3 101–103,,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"NIELSEN, 2016[3143]",CALC[66016],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-031R-001/052-054,183 31R 1 52–54,,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"NIELSEN, 2016[3143]",CALC[66016],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-038R-002/068-070,183 38R 2 68–70,,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"NIELSEN, 2016[3143]",CALC[66016],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-039-001/140,VG645,,Glass,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,BASALT,"MELSON, 2003[1086]",EMP[36821],DSDP019,47.69,2.06,16.29,,,,,11.13,,,7.09,9.21,,3.63,1.04,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-039R-001/017-019,183 39R 1 17–19,,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"NIELSEN, 2016[3143]",CALC[61991],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0183-039R-001/097-099,183 39R 1 97–99,,Whole Rock,52.57,-161.21,-4708.0,-4708.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"NIELSEN, 2016[3143]",CALC[66016],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-002R-001/075-076,"DSDP 186 2-1, 75-76",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,712000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-002R-002/057-058,"DSDP 186 2-2, 57-58",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1624000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-003R-002/075-076,"DSDP 186 3-2, 75-76",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,1110000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-003R-002/115-116,"DSDP 186 3-2, 115-116",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,468200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-004R-001/075-076,"DSDP 186 4-1, 75-76",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,923000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-004R-003/103-104,"DSDP 186 4-3, 103-104",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,1147000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-005R-001/121-122,"DSDP 186 5-1, 121-122",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,622000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-006R-003/070-071,"DSDP 186 6-3, 70-71",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,740100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-007R-001/118-119,"DSDP 186 7-1, 118-119",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,93100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-007R-001/143-144,"DSDP 186 7-1, 143-144",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,424000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-008R-005/100-101,"DSDP 186 8-5, 100-101",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,328700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-010R-004/076-077,"DSDP 186 10-4, 76-77",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,783000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-012R-001/100-101,"DSDP 186 12-1, 100-101",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,530400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-013R-002/023-024,"DSDP 186 13-2, 23-24",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,283100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-014R-001/120-121,"DSDP 186 14-1, 120-121",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,314600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-016R-001/092-093,"DSDP 186 16-1, 92-93",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-018R-001/086-087,"DSDP 186 18-1, 86-87",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,158100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-018R-001/100-101,"DSDP 186 18-1, 100-101",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,222300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-021R-001/100-101,"DSDP 186 21-1, 100-101",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,265800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-022R-003/104-105,"DSDP 186 22-3, 104-105",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,63900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-022R-003/124-125,"DSDP 186 22-3, 124-125",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,57000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-022R-003/144-145,"DSDP 186 22-3, 144-145",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,36300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-023R-003/110-111,"DSDP 186 23-3, 110-111",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-024R-001/080-081,"DSDP 186 24-1, 80-81",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,146100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-025R-001/080-081,"DSDP 186 25-1, 80-81",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",ICPMS[71554],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,110200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-026R-001/100-101,"DSDP 186 26-1, 100-101",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,281400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-027R-001/085-086,"DSDP 186 27-1, 85-86",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,60900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP019-0186-028R-001/112-113,"DSDP 186 28-1, 112-113",,Whole Rock,51.1303,-174.0111,-4522.0,-4522.0,OLD_OCEANIC_CRUST,SEDIMENTARY,"GEORGE, 2003[2540]",MS[69570],DSDP019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,94000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
