Sample_ID,Material,SiO2,TiO2,Al2O3,FeO,Cr2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,LOI,87Sr/86Sr,143Nd/144Nd,epsilon Nd,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,176Hf/177Hf,epsilon Hf,He,3He,4He,3He/4He,4He/3He,3He/4He(R/Ra),La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Cr,Cs,Hf,Nb,Ni,Pb,Rb,Sc,Sr,Ta,Th,U,Y,Zr,Age,Latitude,Longitude,Elevation,Depth,Tectonic,Rock,Expedition,Reference,Method,Sample_ID.1,Material.1,Elevation_km
CON2806-039-001G,GL,51.64,1.64,15.33,8.96,,0.16,7.56,11.83,2.62,0.54,0.19,,0.7,0.51,5.38,19.76,15.62,39.45,0.28,11.14,,,,,,,13.9,31,3.68,16.4,3.84,1.34,4.01,0.7,4.22,0.9,2.48,0.34,2.32,0.37,142.8,,,,,,0.86,11.4,,236.8,,1.54,0.49,26.6,,,1.51,-30.67,-3450,3450,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2806 ,"SCHILLING, 1994;SCHILLING, 1995; HANNIGAN, 2001; AGRANIER, 2005",MS; EMP; ICPMS,CON2806-039-001,GL,-3.45
POLANT4-4-005-036,GL,51.64,1.56,16.3,7.98,,,7.16,10.41,3.73,1.41,0.26,,0.7,0.51,7.45,18.77,15.56,38.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.28,13.68,-3800,3800,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ANT IV-4,"LE ROEX, 1992",,POLANT4-4-005-036,GL,-3.8
ARGCIRC-087-045,GL,51.64,1.43,15.47,9.06,,,8.01,11.1,2.82,0.09,0.13,,,,,,,,,,,,,,98386.46,7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9,67.28,-1935,1935,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CIRCE ,"MAHONEY, 1989; MELSON, 2003",,ARGCIRC-087-045,GL,-1.935
EWI9309-002-001,GL,51.66,2.14,14.92,9.86,,0.16,6.24,10.42,3.35,0.76,0.25,,0.7,0.51,0.27,18.08,15.53,38.36,0.28,4.21,,,,,49765,14.35,15.9,32,,19.8,4.91,1.76,5.39,,5.35,,2.73,,2.67,,183,,,,15.6,43,,13.7,38,263,,1.59,,30,159,,-47.55,-10.19,-2494,2494,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW9309 ,"DOUGLASS, 1999; SARDA, 2000; LE ROUX, 2000; ANDRES, 2002; LE ROUX, 2002; LE ROUX, 2001; AGRANIER, 2005",MS; CALC; EMP; MC-ICP-MS; LA-ICPMS,EWI9309-002-001,GL,-2.494
MELWEST-10-105-001,GL,51.66,1.52,15.53,9.07,0.04,0.16,7.44,11.62,3.36,0.17,0.17,,0.7,0.51,7.98,17.99,15.48,37.8,0.28,11.14,,,,,,,4.74,13.47,2.2,10.61,3.32,1.19,,0.73,4.79,1.05,2.91,0.46,2.83,0.41,18.1,281,,2.53,4.02,72.8,0.61,1.5,36.7,165,0.24,0.24,0.09,30.7,107.1,,-47.77,103.04,-2795,2795,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004; GRAHAM, 2006",,MELWEST-10-105-001,GL,-2.795
CON2806-047-001G,GL,51.67,1.84,14.24,11.38,,0.2,7.16,10.84,2.77,0.15,0.13,,0.7,0.51,8.78,19.1,15.55,38.63,0.28,15.35,,,,,,,5.04,14.9,2.28,12.4,4.28,1.48,5.27,1.02,6.77,1.47,4.2,0.6,4.09,0.64,32.9,,,,,,0.49,2.55,,97.3,,0.39,0.12,36.7,,,3.13,-31.36,-3815,3815,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2806 ,"SCHILLING, 1994;SCHILLING, 1995; HANNIGAN, 2001; AGRANIER, 2005",MS; EMP; ICPMS,CON2806-047-001,GL,-3.815
CON2806-041-001G,GL,51.68,1.76,14.22,9.8,,0.2,6.49,10.79,2.71,0.55,0.23,,0.7,0.51,5.25,20.03,15.63,39.64,0.28,13.62,,,,,,,12.6,29.1,3.57,16.5,4.16,1.39,4.6,0.81,5.15,1.08,3,0.42,2.76,0.43,134.2,,,,,,0.89,11.7,,213.2,,1.32,0.41,30.8,,,1.93,-30.64,-3190,3190,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2806 ,"SCHILLING, 1994;SCHILLING, 1995; HANNIGAN, 2001; AGRANIER, 2005",MS; EMP; ICPMS,CON2806-041-001,GL,-3.19
AII0107-7-014-043,GL,51.69,1.45,14.88,9.55,,,7.1,11.68,2.86,0.18,0.16,,0.7,,,18.26,15.54,38.31,,,,,,,94984.8,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.19,-17.52,-2224,2224,SPREADING_CENTER, ,A107-07 ,"HANAN, 1986; FONTIGNIE, 1996; GRAHAM, 1992; MELSON, 2003",MS; EMP,AII0107-7-014-043,GL,-2.224
LEE85NC-6-031,GL,51.7,1.06,14.8,8.68,,0.18,8.34,12.6,2.45,0.12,0.1,,0.7,0.51,9.25,18.68,15.55,38.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.77,-127.51,-3250,3250,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",L6-85-NC ,"WHITE, 1987; DAVIS, 1998",MS; EMP,LEE85NC-6-031,GL,-3.25
CON2802-016-001,GL,51.7,1.35,15.05,9.77,,,7.58,12.16,2.6,0.04,0.15,,,,,,,,,,,,,,95238.1,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.93,-13.89,-3460,3460,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2802 ,"GRAHAM, 1996; MELSON, 2003",MS; EMP,CON2802-016-001,GL,-3.46
POL0059-318-098-B,GL,51.7,,,,,,5.72,,,0.56,,,0.7,0.51,11.43,17.98,15.43,37.62,,,,,,,,,10.91,,,21.1,,,,,,,,,,,133.1,,,,,,,10.96,,149,,1.11,0.33,,,,85.88,22.3,-4832,4832,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",HEALY 0102 ,"GOLDSTEIN, 2008",TIMS; EMP; ICPMS,POL0059-318-098-B,GL,-4.832
ALV0824-003,GL,51.73,1.4,14.9,9.7,,,7.29,12.29,2.38,0.19,0.15,,,,,18.74,15.52,38.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,36.75,-33.28,-2546,2546,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ALVIN 0824 ,"FREY, 1993; MELSON, 2003",MS; MS-ID; EMP,ALV0824-003,GL,-2.546
ALV0518-003-001,GL,51.74,1.28,15.22,9.97,,,7.4,11.77,2.32,0.16,0.14,,0.7,,,,,,,,,,,,88495.58,8.07,,,,8.34,,,,,,,,,,,,,,,,,,,,113.6,,,,,,,36.82,-33.26,-2685,2685,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ALVIN 0518 ,"ROY-BARMAN, 1998; KURZ, 1982; MELSON, 2003",EMP; MS; MS-ID; CALC,ALV0518-003-001,GL,-2.685
WFL2000-187-R9,GL,51.75,1.12,15.09,9.15,,0.18,7.61,12.36,2.23,0.12,0.11,,0.7,0.51,10.51,18.3,15.47,37.7,,,,,,,,,3.37,8.78,1.4,7.15,2.49,0.92,3.22,0.61,4.07,0.87,2.6,0.39,2.56,0.42,21,,0.02,1.81,3.6,,0.31,1.89,45.3,117.6,0.23,0.13,0.05,26.67,67.4,,42.62,-126.81,-3337,3337,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WESTERNFLYER-TIBURON-2000 ,"DAVIS, 2008",EMP; ICPMS,WFL2000-187-R9,GL,-3.337
MET41/2-151-002,GL,51.75,1.36,15.11,9.88,,0.17,7.34,10.9,2.64,0.1,0.24,,0.7,,,18.85,15.55,38.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.45,-13.59,-2811,2811,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",METEOR 41/2 ,"MOELLER, 2002",EMP; TIMS,MET41/2-151-002,GL,-2.811
GIMNAUT-DR12-003,GL,51.75,1.52,14.84,10.07,,0.17,6.61,11.21,2.97,0.28,0.17,,0.7,0.51,7.63,18.44,15.54,38.48,,,,,,,,,6.73,17.28,2.6,12.75,4.09,1.46,5.16,0.93,5.86,1.32,3.67,,3.47,0.54,60,,0.09,2.75,8.28,,0.88,6.51,,147,0.45,0.68,0.17,41,120,,-18.7,65.51,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",GIMNAUT2000D ,"NAURET, 2006",,GIMNAUT-DR12-003,GL,
MELWEST-10-100-001,GL,51.75,1.66,15.09,9.32,0.05,0.17,7.6,11.83,2.97,0.3,0.19,,0.7,0.51,6.63,18.11,15.49,37.94,0.28,10.18,,,,,97580.02,7.32,6.4,16.29,2.53,12.08,3.64,1.28,,0.83,5.45,1.18,3.51,0.54,3.37,0.53,40.5,302.5,,3.04,7.67,72,0.66,3.48,39.3,143.7,0.52,0.52,0.16,34.7,115.3,,-47.63,101.53,-2863,2863,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004; GRAHAM, 2006",,MELWEST-10-100-001,GL,-2.863
DUF0034-005,WR,51.75,0.84,16.82,7.66,,0.18,8.08,11.65,2.4,0.17,0.07,0.48,0.7,0.51,-3.92,16.88,15.48,37.25,0.28,0.5,,,,,,,,,,,,,,,,,,,,,64,389,0.03,1.04,2.61,120,0.6,2.16,25,270.6,0.15,0.2,0.05,14.5,39,,-43.89,40.65,-2550,2550,SPREADING_CENTER, ,MD34 ,"MAHONEY, 1992; MICHARD, 1986; LE ROEX, 1989; JANNEY, 2005; CHAUVEL, 2001",,DUF0034-005,WR,-2.55
MELWEST-10-115-003,GL,51.76,1.47,15.34,9.24,0.06,0.09,7.7,11.68,2.84,0.18,0.14,,0.7,0.51,6.91,18.06,15.5,38.01,0.28,11.14,,,,,105042.02,6.8,4.71,12.69,2.06,9.92,3.33,1.02,,0.71,4.84,1.05,3.12,0.49,3.02,0.47,28.1,327,,2.52,4.75,106.4,0.57,2.39,37,112.4,0.38,0.38,0.1,31.5,94,,-49.23,105.87,-3575,3575,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004; GRAHAM, 2006",,MELWEST-10-115-003,GL,-3.575
ABP1985-045-001,WR,51.76,1.71,14.89,9.49,,0.16,7.32,10.83,2.77,0.69,0.26,0.48,0.7,0.51,6.59,19.06,15.55,38.71,,,,,,,,,,,,16.56,4.13,,,,,,,,,,,,,,,,,9.7,,217.6,,,,,,,14.52,-44.84,-3720,3720,SPREADING_CENTER, ,ABP1985 ,"BOUGAULT, 1988; DOSSO, 1991",XRF; MS; MS-ID,ABP1985-045-001,WR,-3.72
EWI9309-002-003,GL,51.76,1.7,14.26,10.62,,0.14,7.06,11.18,3.37,0.46,0.2,,0.7,0.51,1.03,18.21,15.55,38.44,0.28,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.55,-10.19,-2494,2494,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW9309 ,"DOUGLASS, 1999; LE ROUX, 2000; ANDRES, 2002",MS; EMP; MC-ICP-MS,EWI9309-002-003,GL,-2.494
MELWEST-10-074-002,GL,51.76,1.68,14.7,9.95,0.04,0.18,7.31,11.98,2.93,0.15,0.15,,0.7,0.51,7.37,17.85,15.46,37.55,,,,,,,,,4.49,,,11.8,3.76,,,,,,,,,,27.4,,,,3.69,,0.61,1.48,,152,,0.21,0.07,,,,-43.43,92.33,-2575,2575,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004",,MELWEST-10-074-002,GL,-2.575
SM00-002G,GL,51.77,1.23,15.52,8.09,,0.18,7.73,12.14,2.45,0.65,0.24,,0.7,0.51,7.26,,,,,,,,,,,,15,30,3.8,15,3.8,1.2,3.9,0.67,4.5,0.93,2.6,0.38,2.5,0.36,214,,,2.5,,,1,19,,217,,1.9,0.52,24,92,,72.33,1.49,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",SUBMAR2000 ,"KRUBER, 2008",EMP; ICPMS; TIMS,SM00-002G,GL,
AII0032-3-012-008,GL,51.77,1.57,15.53,8.87,,,6.77,11.29,2.66,0.54,0.18,,0.7,0.51,6.91,19.69,15.61,39.3,0.28,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,,,,1.44,0.39,,,,42.96,-29.18,-1441,1441,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A032-03 ,"ITO, 1987; WHITE, 1993; MELSON, 2003",MS; MS-ID; EMP,AII0032-3-012-008,GL,-1.441
MELWEST-10-112-001,GL,51.78,1.36,15.68,8.91,0.06,0.11,7.95,12.32,2.79,0.15,0.12,,0.7,0.51,6.77,18.14,15.49,37.99,,,,,,,,,4.01,10.92,1.84,8.94,2.91,0.99,,0.67,4.65,0.98,2.96,0.45,2.75,0.43,19.6,351.4,,2.27,3.62,89.3,0.5,1.52,37.5,114.8,0.31,0.27,0.09,29.2,84.5,,-48.32,104.97,-3150,3150,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004",,MELWEST-10-112-001,GL,-3.15
MELWEST-059-001,GL,51.79,1.94,14.48,10.63,,,6.16,10.32,3.15,0.24,0.22,,0.7,0.51,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.31,-120.77,-2595,2595,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST03MV ,"CASTILLO, 1998; MELSON, 2003",MS; EMP,MELWEST-059-001,GL,-2.595
ATN0011-23-020705-1408,WR,51.8,1.44,13.9,11.9,,0.22,7.27,10.5,2.75,0.04,0.16,0.9,,,,18.46,15.55,38.03,,,,,,,,,1.29,4.99,1,6.08,2.68,1.03,4.23,0.78,5.26,1.08,2.89,,2.74,0.42,2.59,205,,1.77,0.6,61,0.2,,39.3,78,0.06,0.05,0.02,29,48,,-22.88,-112.06,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",AT11-23-23,"POLLOCK, 2009",DCP; ICPMS; TIMS; IGN,ATN0011-23-020705-1408,WR,
MELWEST-10-089-107,GL,51.81,1.57,15.28,8.89,0.05,0.12,7.38,11.99,3.2,0.34,0.17,,0.7,0.51,6.13,17.86,15.49,37.74,0.28,10.82,,,,,85748.59,8.33,5.6,,,11.4,3.51,,,,,,,,,,32.9,,,,5.78,,0.76,2.45,,204,,0.43,0.15,,,,-47.44,97.51,-2470,2470,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004; GRAHAM, 2006",,MELWEST-10-089-107,GL,-2.47
TRI0138-007-001,GL,51.82,1.27,16.11,8.72,,0.16,7.98,11.43,2.84,0.08,0.13,,,0.51,11.67,17.88,15.43,37.42,0.28,20.3,,,,,84745.76,8.07,2.33,,,,3.04,,,,,,,,,0.44,,,,2.34,2.4,,,,,,,,,29,84.4,,50.46,-29.42,-3880,3880,SPREADING_CENTER, ,TR138 ,"KURZ, 1982; MELSON, 2003; HANAN, 2000; BLICHERT-TOFT, 2005",EMP; CALC; MS,TRI0138-007-001,GL,-3.88
GIMNAUT-PL05-005,GL,51.83,1.23,14.73,10,,0.19,7.3,11.89,2.77,0.15,0.1,,0.7,0.51,7.49,18.41,15.52,38.33,,,,,,,,,3.57,9.53,1.55,8.35,3.01,1.14,4.21,0.78,5.18,1.15,3.38,,3.11,0.46,28,,0.04,2.03,4.05,,0.51,2.9,,116,0.23,0.3,0.08,35,82,,-19.2,65.56,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",GIMNAUT2000D ,"NAURET, 2006",,GIMNAUT-PL05-005,GL,
MET41/2-154-001,GL,51.84,1.74,14.38,10.86,,0.25,6.98,11.14,2.57,0.2,0.31,,0.7,,,18.6,15.54,38.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.61,-13.53,-2523,2523,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",METEOR 41/2 ,"MOELLER, 2002",EMP; TIMS,MET41/2-154-001,GL,-2.523
MELWEST-10-122-001,GL,51.84,2.01,14.89,10.21,0.03,0.13,6.55,10.52,3.47,0.27,0.19,,0.7,0.51,6.52,18.28,15.49,38.27,,,,,,,107411.39,6.65,6.96,19.18,3.02,14.9,4.6,1.44,,0.99,6.56,1.4,4.13,0.64,3.91,0.59,38,226.2,,3.73,7.25,79.4,0.72,3.52,38.9,132.1,0.52,0.53,0.16,41.7,145.5,,-48.74,108.28,-3294,3294,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004",,MELWEST-10-122-001,GL,-3.294
EWI9309-006-001,GL,51.85,1.52,15.51,8.38,,0.15,7.46,11.31,2.75,0.64,0.17,,0.71,0.51,-1.38,17.91,15.6,38.19,0.28,1.38,,,,,,,10.6,22,,14,3.54,1.24,4.07,,3.69,,2.18,,2.06,,144,,,,11.1,83,,9.88,35,228,,0.94,,21,101,,-48.55,-10.17,-3267,3267,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW9309 ,"DOUGLASS, 1999; LE ROUX, 2000; ANDRES, 2002; LE ROUX, 2002; LE ROUX, 2001",MS; EMP; MC-ICP-MS; LA-ICPMS,EWI9309-006-001,GL,-3.267
MELWEST-10-110-004,GL,51.86,1.27,15.05,9.23,0.04,0.11,7.93,12.38,2.62,0.08,0.08,,0.7,0.51,7.61,18.06,15.47,37.84,0.28,12.87,,,,,98522.17,7.25,2.69,,,7.52,2.65,,,,,,,,,,9.6,,,,2.12,,0.32,0.78,,95.8,,0.13,0.05,,,,-48.1,103.93,-3550,3550,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004; GRAHAM, 2006",,MELWEST-10-110-004,GL,-3.55
MELWEST-10-145-007,GL,51.87,1.18,16.64,7.53,0.05,0.08,7.66,10.82,3.79,0.2,0.15,,0.7,0.51,8.52,17.36,15.44,37.32,0.28,17.75,,,,,99206.35,7.2,4.59,,,9.49,2.91,,,,,,,,,,32,,,,4.08,,0.73,2.78,,203,,0.33,0.11,,,,-49.27,116.72,-4720,4720,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004; GRAHAM, 2006",,MELWEST-10-145-007,GL,-4.72
MELWEST-10-146-001,GL,51.88,1.21,16.03,7.5,0.04,0.11,7.87,11.12,3.35,0.13,0.11,,0.7,0.51,6.89,17.97,15.51,38.03,,,,,,,107411.39,6.65,3.97,11.26,1.88,9.31,2.97,1.06,,0.66,4.23,0.92,2.6,0.41,2.48,0.36,20.7,295.5,,2.08,3.44,105.1,0.61,1.97,31.6,134.6,0.21,0.24,0.07,27.4,83.6,,-49.51,117.18,-4880,4880,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004",,MELWEST-10-146-001,GL,-4.88
EWI9309-007-002,GL,51.89,2.52,13.15,13.86,,0.15,5.51,9.24,3.25,0.64,0.29,,0.7,0.51,1.85,17.86,15.57,38.11,0.28,7.71,,,,,,,13.4,30,,21,5.42,1.92,7.37,,7.77,,4.39,,4.6,,156,,,,13.8,38,,12.5,43,129,,1.08,,47,174,,-48.76,-10.07,-3218,3218,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW9309 ,"DOUGLASS, 1999; LE ROUX, 2000; ANDRES, 2002; AGRANIER, 2005; LE ROUX, 2001",MS; EMP; MC-ICP-MS; LA-ICPMS,EWI9309-007-002,GL,-3.218
TRI0139-033-001,GL,51.92,1.19,15.61,9.01,,0.08,7.79,11.77,2.33,0.23,0.15,,,,,,,,,,,,,,99206.35,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.01,5.18,-2900,2900,SPREADING_CENTER, ,TR139 ,"POREDA, 1986; MELSON, 2003",EMP; CALC; MS,TRI0139-033-001,GL,-2.9
CON2806-009-003G,GL,51.94,1.97,13.93,10.59,,0.21,6.48,10.66,3.22,0.24,0.18,,0.7,0.51,9.25,18.66,15.53,38.18,,,,,,,,,6.08,17.3,2.6,13.8,4.45,1.52,5.16,0.99,6.5,1.39,3.91,0.55,3.69,0.6,37.4,,,,,,0.61,3.3,,134.2,,0.47,0.17,37.9,,,-0.74,-16.08,-4305,4305,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2806 ,"SCHILLING, 1994;SCHILLING, 1995; HANNIGAN, 2001; AGRANIER, 2005",MS; EMP; ICPMS,CON2806-009-003,GL,-4.305
TRI0138-008-001,GL,51.96,1.18,16.14,8.47,,0.15,8.39,11.73,2.82,0.09,0.12,,,0.51,11.47,17.94,15.44,37.5,0.28,18.71,,,,,85440.87,8.36,1.84,,,,2.8,,,,,,,,,0.33,,,,2.07,1.99,,,,,,,,,22.4,61.1,,51.28,-30.02,-3500,3500,SPREADING_CENTER, ,TR138 ,"KURZ, 1982; HANAN, 2000; MELSON, 2003; BLICHERT-TOFT, 2005",EMP; CALC; MS; DCP; HR-ICP-MS; MS-ID; MC-ICP-MS,TRI0138-008-001,GL,-3.5
CON2806-035-002G,GL,51.98,1.52,14.79,9.69,,0.17,7.91,11.4,2.58,0.31,0.15,,0.7,0.51,5.25,19.34,15.6,39.05,,,,,,,,,7.56,18.4,2.46,11.8,3.27,1.14,3.78,0.71,4.54,0.99,2.78,0.4,2.7,0.42,64.5,,,,,,0.56,5.89,,146.8,,0.74,0.23,29.7,,,0.82,-26.35,-4665,4665,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2806 ,"SCHILLING, 1994;SCHILLING, 1995; HANNIGAN, 2001; AGRANIER, 2005",MS; EMP; ICPMS,CON2806-035-002,GL,-4.665
SM01-146G,GL,52,2.08,14.49,12.05,,0.22,5.2,9.74,3.01,0.88,0.34,,0.7,0.51,7,,,,,,,,,,,,21,43,5.8,23,5.5,1.7,5.4,0.89,5.7,1.15,3.3,0.48,3.2,0.45,279,,,3.3,,,3,19,,218,,2.3,0.77,29,117,,71.49,-5.46,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",SUBMAR2001 ,"KRUBER, 2008",EMP; ICPMS; TIMS,SM01-146G,GL,
MELANTP-089-044,GL,52.01,1.42,14.78,10.68,,,6.92,10.75,2.79,0.18,0.14,,0.7,0.51,8.11,,,,,,,,,,85748.59,8.33,,,,11.26,4.02,,,,,,,,,,,,,,,,,1.27,,71.5,,,,,,,-17.64,65.82,-5185,5185,FRACTURE_ZONE,"IVM, igneous:volcanic:mafic",ANTIPODE ,"MAHONEY, 1989; MELSON, 2003",,MELANTP-089-044,GL,-5.185
CON2806-022-004G,GL,52.04,1.73,14.74,9.9,,0.19,7.18,10.94,3.25,0.16,0.13,,0.7,0.51,8.41,18.96,15.56,38.38,0.28,12.77,,,,,,,3.9,12.9,2.03,11.5,3.93,1.37,4.92,0.95,6.18,1.33,3.81,0.54,3.66,0.58,15.2,,,,,,0.51,1.29,,100.1,,0.19,0.07,30.5,,,-0.74,-16.08,-4305,4305,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2806 ,"SCHILLING, 1994;SCHILLING, 1995; HANNIGAN, 2001; AGRANIER, 2005",MS; EMP; ICPMS,CON2806-022-004,GL,-4.305
ARGCIRC-093-026,GL,52.04,1.18,15.97,8.19,,,7.79,11.71,2.82,0.16,0.14,,0.7,0.51,9.3,18.14,15.51,38.12,,,,,,,,,,,,8.57,2.83,,,,,,,,,,,,,,,,,2.43,,127.2,,,,,,,-12.42,65.94,-3540,3540,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CIRCE ,"MAHONEY, 1989; MELSON, 2003",,ARGCIRC-093-026,GL,-3.54
MET07/3-23291-002,GL,52.07,1.05,15.14,9.18,,0.15,7.9,12.22,2.11,0.24,0.12,,0.7,0.51,7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4,1.5,-3200,3200,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",METEOR 7/3 ,"HAASE, 1996; MERTZ, 1997",XRF; MS,MET07/3-23291-002,GL,-3.2
CON2806-026-001G,GL,52.08,1.89,14.86,10.23,,0.19,6.97,10.52,3.28,0.2,0.18,,0.7,0.51,8.54,18.84,15.52,38.26,,,,,,,,,5.66,18.8,2.95,15.6,4.67,1.66,5.65,1.03,6.57,1.42,4.06,0.58,3.98,0.63,12.5,,,,,,0.76,1.33,,148,,0.22,0.09,52,,,0.04,-24.87,-3950,3950,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2806 ,"SCHILLING, 1994;SCHILLING, 1995; HANNIGAN, 2001",MS; EMP; ICPMS,CON2806-026-001,GL,-3.95
ALV4085-1935,WR,52.1,1.42,14.6,9.3,,0.2,7.52,12.3,2.55,0.22,0.29,0.5,,,,18.48,15.55,38.08,,,,,,,,,2.42,8.71,1.56,9.04,3.19,1.12,4.08,0.74,5.91,1.29,3.16,,3.7,0.61,11.33,252,0.01,2.48,1.33,93,0.42,0.36,45.3,112,0.12,0.1,0.04,38,84,,-22.95,-111.88,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ALVIN 4085 ,"POLLOCK, 2009",DCP; ICPMS; TIMS; IGN,ALV4085-1935,WR,
SM01-120G,GL,52.11,2.03,14.37,11.79,,0.22,5.45,9.92,2.86,0.91,0.32,,0.7,0.51,6.83,,,,,,,,,,,,24,49,6.5,26,5.9,1.8,5.6,0.91,5.8,1.2,3.3,0.47,3.1,0.45,309,,,3.3,,,6,22,,246,,2.5,0.79,28,132,,71.33,-5.73,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",SUBMAR2001 ,"KRUBER, 2008",EMP; ICPMS; TIMS,SM01-120G,GL,
CON2806-042-007G,GL,52.11,1.6,14.79,9.04,,0.15,8.16,10.87,2.72,0.48,0.18,,0.7,0.51,5.66,19.64,15.6,39.25,,,,,,,,,10.7,25.1,3.12,14.5,3.77,1.28,4.01,0.71,4.32,0.92,2.53,0.35,2.45,0.38,109.2,,,,,,0.75,7.76,,161.8,,1.14,0.37,23.8,,,2.18,-30.68,-3440,3440,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2806 ,"SCHILLING, 1994;SCHILLING, 1995; HANNIGAN, 2001; AGRANIER, 2005",MS; EMP; ICPMS,CON2806-042-007,GL,-3.44
MELWEST-10-125-001,GL,52.12,1.28,15.62,8.49,0.07,0.14,7.97,12.18,2.93,0.1,0.09,,0.7,0.51,7.51,18.13,15.48,38.05,0.28,12.27,,,,,106929,6.68,3,9.01,1.57,7.96,2.64,1,,0.62,4.04,0.89,2.48,0.4,2.43,0.36,10.4,334.5,,1.97,2.43,85.3,0.37,0.93,35.3,117.5,0.23,0.11,0.05,26,76.4,,-49.45,109.11,-3510,3510,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004; GRAHAM, 2006",,MELWEST-10-125-001,GL,-3.51
